regine,wood_din_µg/l,wood_totn_µg/l,wood_tdp_µg/l,wood_totp_µg/l,wood_toc_mg/l,upland_din_µg/l,upland_totn_µg/l,upland_tdp_µg/l,upland_totp_µg/l,upland_toc_mg/l,wood_ton_µg/l,wood_tpp_µg/l,upland_ton_µg/l,upland_tpp_µg/l
002.MBB40,38.5,251.3,1.5,6.6,5.4,21.5,201.8,1.9,6.4,3.5,212.8,5.1,180.3,4.5
002.MBB4Z,39.5,252.2,1.5,6.6,5.3,21.1,205.0,1.9,6.7,3.7,212.7,5.1,183.9,4.800000000000001
002.MBB5,36.8,249.6,1.5,6.5,5.5,22.2,198.2,1.8,6.1,3.3,212.8,5.0,176.0,4.3
002.MBB6,36.8,249.7,1.5,6.5,5.5,22.3,194.0,1.8,6.1,3.2,212.89999999999998,5.0,171.7,4.3
002.MBBA,36.1,248.9,1.5,6.4,5.6,22.4,196.2,1.8,5.9,3.2,212.8,4.9,173.79999999999998,4.1000000000000005
002.MBBB,36.1,248.7,1.5,6.4,5.6,22.2,202.0,1.8,5.9,3.4,212.6,4.9,179.8,4.1000000000000005
002.MBC,35.3,248.2,1.5,6.4,5.6,22.7,189.6,1.8,5.7,3.0,212.89999999999998,4.9,166.9,3.9000000000000004
002.MBD0,34.1,247.1,1.4,6.3,5.7,23.3,179.8,1.8,5.5,2.7,213.0,4.9,156.5,3.7
002.MBDA,33.0,246.0,1.4,6.3,5.7,24.2,168.7,1.7,5.2,2.4,213.0,4.9,144.5,3.5
002.MBDB,32.5,245.3,1.4,6.3,5.8,23.2,170.0,1.7,5.1,2.5,212.8,4.9,146.8,3.3999999999999995
002.MBE,32.1,244.6,1.4,6.2,6.0,22.0,172.8,1.7,5.1,2.7,212.5,4.800000000000001,150.8,3.3999999999999995
002.MC0,40.3,253.3,1.5,6.7,5.3,20.7,202.4,1.9,6.8,3.8,213.0,5.2,181.70000000000002,4.9
002.MCZ,37.5,250.6,1.5,6.5,5.4,22.1,189.4,1.9,6.2,3.1,213.1,5.0,167.3,4.300000000000001
002.MD0,39.3,252.5,1.5,6.7,5.3,21.1,191.6,1.9,6.5,3.3,213.2,5.2,170.5,4.6
002.MDA1,39.3,252.8,1.5,6.7,5.2,20.9,184.7,1.9,6.5,3.1,213.5,5.2,163.79999999999998,4.6
002.MDA21,40.4,253.9,1.5,6.8,5.2,20.3,190.8,1.9,6.8,3.4,213.5,5.3,170.5,4.9
002.MDA22,39.2,252.8,1.5,6.7,5.2,20.8,179.6,1.9,6.5,2.9,213.60000000000002,5.2,158.79999999999998,4.6
002.MDA2Z,40.4,254.1,1.5,6.8,5.2,20.0,181.7,2.0,6.8,3.1,213.7,5.3,161.7,4.8
002.MDAZ,39.7,253.4,1.5,6.8,5.2,20.3,175.8,1.9,6.6,2.8,213.7,5.3,155.5,4.699999999999999
002.MDB0,37.5,250.9,1.5,6.6,5.2,22.0,168.8,1.9,6.2,2.4,213.4,5.1,146.8,4.300000000000001
002.MDBZ,34.7,247.4,1.5,6.5,5.1,24.7,151.5,1.8,5.7,1.7,212.7,5.0,126.8,3.9000000000000004
002.MDC,33.5,246.3,1.5,6.4,5.2,26.6,150.4,1.8,5.4,1.6,212.8,4.9,123.80000000000001,3.6000000000000005
002.ME0,36.4,249.7,1.5,6.5,5.3,23.1,174.3,1.8,5.9,2.5,213.29999999999998,5.0,151.20000000000002,4.1000000000000005
002.MEZ,33.4,246.6,1.4,6.4,5.5,25.4,163.0,1.7,5.3,2.1,213.2,5.0,137.6,3.5999999999999996
002.MF1,32.8,246.0,1.4,6.4,5.4,26.7,155.9,1.7,5.2,1.8,213.2,5.0,129.20000000000002,3.5
002.MF20,33.6,246.8,1.4,6.4,5.3,26.1,157.6,1.8,5.3,1.9,213.20000000000002,5.0,131.5,3.5
002.MF2Z,32.2,245.1,1.4,6.4,5.3,28.3,147.2,1.7,5.0,1.5,212.89999999999998,5.0,118.89999999999999,3.3
002.MF3,31.4,244.4,1.4,6.3,5.4,29.0,145.6,1.7,4.8,1.5,213.0,4.9,116.6,3.0999999999999996
002.MF4,31.9,244.9,1.4,6.3,5.4,28.5,147.4,1.7,5.0,1.5,213.0,4.9,118.9,3.3
002.MF5,30.9,243.8,1.4,6.3,5.4,29.9,142.0,1.7,4.7,1.4,212.9,4.9,112.1,3.0
002.MF6,31.3,244.2,1.4,6.3,5.4,29.6,142.9,1.7,4.8,1.4,212.89999999999998,4.9,113.30000000000001,3.0999999999999996
002.MF7,30.2,243.1,1.4,6.3,5.4,31.1,138.0,1.7,4.6,1.2,212.9,4.9,106.9,2.8999999999999995
002.MF8,30.5,243.4,1.4,6.3,5.4,30.7,139.4,1.7,4.7,1.3,212.9,4.9,108.7,3.0
002.MG,29.8,242.4,1.4,6.2,5.4,32.1,134.2,1.7,4.5,1.1,212.6,4.800000000000001,102.1,2.8
002.N11,43.4,254.6,1.6,6.9,5.3,20.2,221.9,2.1,7.7,5.1,211.2,5.300000000000001,201.70000000000002,5.6
002.N12,42.6,253.5,1.6,6.8,5.3,20.4,225.7,2.1,7.7,5.1,210.9,5.199999999999999,205.29999999999998,5.6
002.N21,43.1,254.8,1.5,6.9,5.3,20.2,219.6,2.1,7.6,4.9,211.70000000000002,5.4,199.4,5.5
002.N22,42.5,253.8,1.6,6.8,5.3,20.3,222.8,2.0,7.5,4.9,211.3,5.199999999999999,202.5,5.5
002.N2A,41.9,253.2,1.5,6.7,5.3,20.6,223.9,2.0,7.4,4.7,211.29999999999998,5.2,203.3,5.4
002.N2B,40.6,252.2,1.5,6.6,5.4,21.1,223.8,2.0,7.1,4.4,211.6,5.1,202.70000000000002,5.1
002.N31,42.5,253.1,1.6,6.8,5.3,20.4,227.4,2.1,7.7,5.1,210.6,5.199999999999999,207.0,5.6
002.N32,42.1,251.7,1.6,6.7,5.4,20.7,233.9,2.0,7.7,5.2,209.6,5.1,213.20000000000002,5.7
002.N3Z,42.5,251.7,1.6,6.8,5.4,20.4,232.8,2.1,7.9,5.5,209.2,5.199999999999999,212.4,5.800000000000001
002.N4,41.4,252.0,1.6,6.6,5.4,21.0,231.8,2.0,7.4,4.9,210.6,5.0,210.8,5.4
002.NA0,41.2,251.0,1.6,6.6,5.5,21.5,240.4,2.0,7.5,5.0,209.8,5.0,218.9,5.5
002.NAA0,40.5,250.4,1.6,6.4,5.6,22.7,248.3,2.0,7.4,4.9,209.9,4.800000000000001,225.60000000000002,5.4
002.NAAZ,40.6,250.2,1.6,6.3,5.7,24.3,257.4,2.0,7.5,4.9,209.6,4.699999999999999,233.09999999999997,5.5
002.NAB,39.7,250.0,1.6,6.3,5.8,24.4,253.9,1.9,7.2,4.8,210.3,4.699999999999999,229.5,5.300000000000001
002.NB0,40.5,251.0,1.6,6.5,5.5,21.7,238.9,2.0,7.3,4.8,210.5,4.9,217.20000000000002,5.3
002.NBA0,40.2,250.8,1.6,6.5,5.5,22.0,240.7,2.0,7.2,4.7,210.60000000000002,4.9,218.7,5.2
002.NBAA,39.9,250.3,1.6,6.4,5.7,22.8,246.5,1.9,7.1,4.7,210.4,4.800000000000001,223.7,5.199999999999999
002.NBAB,39.3,249.9,1.6,6.3,5.8,23.6,249.1,1.9,7.0,4.7,210.60000000000002,4.699999999999999,225.5,5.1
002.NBB,39.0,249.9,1.6,6.4,5.7,22.8,242.9,1.9,6.9,4.6,210.9,4.800000000000001,220.1,5.0
002.NC0,40.1,251.0,1.6,6.5,5.5,21.7,235.6,2.0,7.1,4.6,210.9,4.9,213.9,5.1
002.NCZ,38.2,250.2,1.5,6.5,5.6,21.7,221.5,1.9,6.5,4.1,212.0,5.0,199.8,4.6
002.ND1,39.1,250.4,1.5,6.4,5.6,22.0,235.7,1.9,6.8,4.5,211.3,4.9,213.7,4.9
002.ND2,39.1,250.6,1.5,6.5,5.6,21.8,232.3,1.9,6.8,4.4,211.5,5.0,210.5,4.9
002.ND3,38.7,250.2,1.5,6.4,5.6,21.9,232.3,1.9,6.7,4.4,211.5,4.9,210.4,4.800000000000001
002.ND4,38.8,250.4,1.5,6.4,5.6,21.8,230.0,1.9,6.7,4.3,211.60000000000002,4.9,208.2,4.800000000000001
002.NE,38.2,249.7,1.5,6.4,5.7,22.2,234.1,1.9,6.6,4.4,211.5,4.9,211.9,4.699999999999999
002.P10,41.9,249.9,1.6,6.7,5.4,21.0,241.7,2.1,8.0,5.5,208.0,5.1,220.7,5.9
002.P1Z,41.5,247.0,1.7,6.7,5.5,21.2,248.1,2.1,8.3,5.8,205.5,5.0,226.9,6.200000000000001
002.P2,41.4,250.2,1.6,6.6,5.5,21.7,245.1,2.0,7.7,5.2,208.79999999999998,5.0,223.4,5.7
002.P3,41.5,247.9,1.7,6.5,5.5,22.0,253.0,2.1,8.1,5.5,206.4,4.8,231.0,6.0
002.P40,41.2,249.6,1.7,6.5,5.6,22.7,253.2,2.0,7.7,5.1,208.39999999999998,4.8,230.5,5.7
002.P4A,41.4,248.9,1.7,6.4,5.6,23.3,258.3,2.0,7.9,5.2,207.5,4.7,235.0,5.9
002.P4B,41.4,249.3,1.7,6.4,5.6,23.5,258.6,2.0,7.9,5.1,207.9,4.7,235.10000000000002,5.9
002.P4C,41.2,249.8,1.7,6.4,5.6,23.9,259.1,2.0,7.7,5.0,208.60000000000002,4.7,235.20000000000002,5.7
002.P5,41.4,246.3,1.7,6.5,5.6,22.7,258.6,2.1,8.2,5.5,204.9,4.8,235.90000000000003,6.1
002.P6,41.5,248.3,1.7,6.4,5.6,23.8,261.6,2.1,8.0,5.2,206.8,4.7,237.8,5.9
002.P7,41.4,245.6,1.7,6.4,5.6,24.1,264.7,2.1,8.3,5.3,204.2,4.7,240.6,6.200000000000001
002.P8,41.6,247.4,1.7,6.4,5.6,24.6,265.9,2.1,8.1,5.1,205.8,4.7,241.29999999999998,6.0
002.PA1,41.7,248.4,1.7,6.3,5.7,26.2,270.9,2.0,8.0,4.9,206.7,4.6,244.7,6.0
002.PA21,41.7,248.5,1.7,6.3,5.7,25.3,267.8,2.0,8.0,5.0,206.8,4.6,242.5,6.0
002.PA22,41.6,249.8,1.7,6.3,5.8,26.1,269.1,2.0,7.9,4.9,208.20000000000002,4.6,243.00000000000003,5.9
002.PA2Z,41.4,250.0,1.7,6.3,5.7,25.1,264.3,2.0,7.8,4.9,208.6,4.6,239.20000000000002,5.8
002.PAZ,41.0,248.8,1.7,6.2,6.0,28.2,272.9,2.0,7.7,4.7,207.8,4.5,244.7,5.7
002.PB0,41.1,250.1,1.7,6.3,5.8,26.4,267.1,2.0,7.6,4.8,209.0,4.6,240.70000000000002,5.6
002.PBZ,40.1,249.3,1.7,6.2,6.0,27.4,265.4,1.9,7.4,4.7,209.20000000000002,4.5,237.99999999999997,5.5
002.PC,39.6,249.4,1.6,6.2,6.0,26.1,258.7,1.9,7.2,4.8,209.8,4.6,232.6,5.300000000000001
002.Q111,41.7,246.4,1.7,6.3,5.7,25.5,270.2,2.1,8.2,5.1,204.7,4.6,244.7,6.1
002.Q112,41.6,245.4,1.7,6.3,5.7,25.7,271.1,2.1,8.3,5.1,203.8,4.6,245.40000000000003,6.200000000000001
002.Q11Z,41.4,244.2,1.7,6.4,5.7,24.8,267.7,2.1,8.4,5.2,202.79999999999998,4.7,242.89999999999998,6.300000000000001
002.Q121,41.6,245.1,1.7,6.3,5.7,26.0,272.3,2.1,8.3,5.0,203.5,4.6,246.3,6.200000000000001
002.Q122,41.6,244.2,1.8,6.3,5.7,26.3,273.3,2.1,8.4,5.0,202.6,4.5,247.0,6.300000000000001
002.Q1A,40.6,239.9,1.8,6.4,5.7,24.2,262.6,2.1,8.7,5.4,199.3,4.6000000000000005,238.40000000000003,6.6
002.Q1B,39.0,235.0,1.8,6.6,5.7,21.8,247.6,2.2,9.0,6.2,196.0,4.8,225.79999999999998,6.8
002.Q1C,37.3,230.9,1.8,6.8,5.8,20.9,237.2,2.2,9.3,6.7,193.60000000000002,5.0,216.29999999999998,7.1000000000000005
002.Q211,41.7,246.8,1.7,6.3,5.7,25.8,270.9,2.1,8.2,5.0,205.10000000000002,4.6,245.09999999999997,6.1
002.Q212,41.7,246.6,1.7,6.3,5.7,26.5,273.4,2.1,8.2,4.9,204.89999999999998,4.6,246.89999999999998,6.1
002.Q221,41.7,245.5,1.7,6.3,5.7,26.0,272.2,2.1,8.3,5.0,203.8,4.6,246.2,6.200000000000001
002.Q222,41.7,245.7,1.7,6.3,5.7,26.6,274.1,2.1,8.3,5.0,204.0,4.6,247.50000000000003,6.200000000000001
002.Q3,41.6,243.4,1.8,6.3,5.8,27.0,275.5,2.1,8.4,5.0,201.8,4.5,248.5,6.300000000000001
002.Q41,41.8,245.8,1.7,6.3,5.8,27.1,276.0,2.1,8.2,4.9,204.0,4.6,248.9,6.1
002.Q42,41.9,245.7,1.7,6.3,5.8,28.1,279.9,2.1,8.2,4.8,203.79999999999998,4.6,251.79999999999998,6.1
002.Q4A,41.8,246.7,1.7,6.3,5.8,27.9,278.1,2.0,8.1,4.8,204.89999999999998,4.6,250.20000000000002,6.1
002.Q4B,41.6,247.9,1.7,6.2,5.9,28.1,276.7,2.0,8.0,4.7,206.3,4.5,248.6,6.0
002.QA0,41.9,244.4,1.8,6.2,5.8,28.5,281.8,2.1,8.3,4.8,202.5,4.4,253.3,6.200000000000001
002.QAA,41.6,242.0,1.8,6.2,5.9,29.3,283.6,2.1,8.4,4.7,200.4,4.4,254.3,6.300000000000001
002.QAB,41.4,240.0,1.8,6.2,5.9,29.7,282.6,2.1,8.5,4.7,198.6,4.4,252.90000000000003,6.4
002.QAC1,41.3,239.5,1.8,6.2,5.9,30.1,282.3,2.1,8.5,4.7,198.2,4.4,252.20000000000002,6.4
002.QAC2,41.3,240.1,1.8,6.2,6.0,30.8,284.7,2.1,8.5,4.6,198.8,4.4,253.89999999999998,6.4
002.QAC3,41.1,238.3,1.8,6.2,5.9,29.8,278.3,2.1,8.6,4.7,197.20000000000002,4.4,248.5,6.5
002.QAC4,40.8,236.5,1.8,6.3,5.9,29.6,272.1,2.1,8.7,4.8,195.7,4.5,242.50000000000003,6.6
002.QAD1,41.1,237.8,1.8,6.3,5.9,29.4,276.2,2.1,8.6,4.8,196.70000000000002,4.5,246.79999999999998,6.5
002.QAD2,40.8,236.3,1.8,6.3,5.9,29.1,271.2,2.1,8.7,4.8,195.5,4.5,242.1,6.6
002.QAD3,40.7,236.3,1.8,6.3,5.9,28.0,269.6,2.1,8.7,4.9,195.60000000000002,4.5,241.60000000000002,6.6
002.QAD4,40.4,234.7,1.8,6.3,5.9,27.9,264.9,2.1,8.8,5.0,194.29999999999998,4.5,236.99999999999997,6.700000000000001
002.QB,41.1,239.7,1.8,6.3,5.8,27.3,273.2,2.1,8.6,5.0,198.6,4.5,245.89999999999998,6.5
002.QC1,39.6,233.9,1.8,6.4,5.8,25.4,257.6,2.2,8.9,5.3,194.3,4.6000000000000005,232.20000000000002,6.7
002.QC2,40.1,235.0,1.8,6.4,5.8,26.4,262.4,2.2,8.9,5.1,194.9,4.6000000000000005,235.99999999999997,6.7
002.QC3,37.9,228.5,1.8,6.5,5.8,24.3,242.4,2.2,9.2,5.4,190.6,4.7,218.1,6.999999999999999
002.QC4,39.4,232.0,1.8,6.4,5.8,26.3,254.9,2.2,9.0,5.2,192.6,4.6000000000000005,228.6,6.8
002.QD1,37.5,227.0,1.8,6.4,5.9,24.8,238.8,2.2,9.2,5.3,189.5,4.6000000000000005,214.0,6.999999999999999
002.QD21,38.5,229.3,1.8,6.4,5.9,25.6,246.4,2.2,9.1,5.2,190.8,4.6000000000000005,220.8,6.8999999999999995
002.QD22,38.6,229.5,1.8,6.4,5.9,26.1,247.2,2.2,9.1,5.2,190.9,4.6000000000000005,221.1,6.8999999999999995
002.QD2A,38.9,230.2,1.8,6.4,5.9,26.1,249.5,2.2,9.1,5.2,191.29999999999998,4.6000000000000005,223.4,6.8999999999999995
002.QD2B,39.8,232.3,1.8,6.3,5.9,27.6,256.9,2.2,8.9,5.0,192.5,4.5,229.29999999999998,6.7
002.QE11,36.4,224.6,1.8,6.5,6.0,24.8,230.7,2.2,9.3,5.4,188.2,4.7,205.89999999999998,7.1000000000000005
002.QE12,37.8,227.9,1.8,6.4,6.0,27.0,239.4,2.2,9.1,5.1,190.10000000000002,4.6000000000000005,212.4,6.8999999999999995
002.QE1Z,36.1,224.5,1.8,6.5,6.0,25.5,227.5,2.2,9.3,5.3,188.4,4.7,202.0,7.1000000000000005
002.QE2,38.4,228.7,1.8,6.4,5.9,26.4,244.2,2.2,9.1,5.2,190.29999999999998,4.6000000000000005,217.79999999999998,6.8999999999999995
002.QF1,39.3,230.7,1.8,6.3,6.0,28.3,249.5,2.1,8.9,5.0,191.39999999999998,4.5,221.2,6.800000000000001
002.QF2,39.5,231.0,1.8,6.3,5.9,27.6,252.1,2.2,9.0,5.0,191.5,4.5,224.5,6.8
002.QF3,40.3,233.8,1.8,6.3,6.0,29.0,261.9,2.1,8.8,4.9,193.5,4.5,232.89999999999998,6.700000000000001
002.QF4,40.1,232.9,1.8,6.3,5.9,28.3,258.8,2.1,8.8,5.0,192.8,4.5,230.5,6.700000000000001
002.R1,42.0,245.0,1.8,6.2,5.9,29.2,284.3,2.1,8.3,4.7,203.0,4.4,255.10000000000002,6.200000000000001
002.R20,41.9,245.8,1.7,6.2,5.9,29.0,282.8,2.0,8.2,4.7,203.9,4.5,253.8,6.199999999999999
002.R2A,41.6,247.3,1.7,6.2,6.0,29.8,281.5,2.0,7.9,4.6,205.70000000000002,4.5,251.7,5.9
002.R2B,41.1,247.2,1.7,6.2,6.1,31.1,281.5,2.0,7.8,4.5,206.1,4.5,250.4,5.8
002.R3,42.0,245.1,1.7,6.2,5.9,30.1,287.4,2.0,8.2,4.6,203.1,4.5,257.29999999999995,6.199999999999999
002.R40,42.0,246.3,1.7,6.2,6.0,30.2,285.8,2.0,8.1,4.6,204.3,4.5,255.60000000000002,6.1
002.R4A,41.9,246.4,1.7,6.2,6.0,31.1,287.3,2.0,8.1,4.5,204.5,4.5,256.2,6.1
002.R4B,41.3,246.6,1.7,6.1,6.1,31.8,284.9,2.0,7.9,4.4,205.3,4.3999999999999995,253.09999999999997,5.9
002.R4C,41.0,246.7,1.7,6.1,6.2,31.8,282.7,2.0,7.8,4.5,205.7,4.3999999999999995,250.89999999999998,5.8
002.R51,42.0,244.9,1.7,6.2,6.0,30.7,289.7,2.0,8.2,4.5,202.9,4.5,259.0,6.199999999999999
002.R52,41.9,244.2,1.7,6.2,6.0,31.3,291.6,2.0,8.3,4.5,202.29999999999998,4.5,260.3,6.300000000000001
002.R53,41.7,243.5,1.7,6.2,6.0,31.8,292.2,2.0,8.3,4.5,201.8,4.5,260.4,6.300000000000001
002.R54,41.6,244.2,1.7,6.2,6.1,32.2,290.4,2.0,8.2,4.5,202.6,4.5,258.2,6.199999999999999
002.R61,42.1,245.9,1.7,6.2,6.0,31.1,289.2,2.0,8.1,4.5,203.8,4.5,258.09999999999997,6.1
002.R62,41.6,245.6,1.7,6.2,6.1,32.1,287.8,2.0,8.0,4.5,204.0,4.5,255.70000000000002,6.0
002.R63,41.6,244.7,1.7,6.2,6.1,32.2,289.2,2.0,8.1,4.5,203.1,4.5,257.0,6.1
002.R64,41.5,244.2,1.7,6.2,6.1,32.2,289.8,2.0,8.2,4.5,202.7,4.5,257.6,6.199999999999999
002.S1,41.4,242.0,1.8,6.2,6.0,31.9,289.3,2.0,8.3,4.5,200.6,4.4,257.40000000000003,6.300000000000001
002.S2,40.4,243.0,1.7,6.2,6.2,32.9,283.3,2.0,8.0,4.6,202.6,4.5,250.4,6.0
002.S3,40.5,236.1,1.8,6.2,6.0,30.4,269.0,2.1,8.6,4.8,195.6,4.4,238.6,6.5
002.S4,40.2,240.4,1.7,6.2,6.2,32.7,279.2,2.0,8.2,4.7,200.2,4.5,246.5,6.199999999999999
002.S5,40.2,236.1,1.8,6.2,6.1,31.0,267.7,2.1,8.5,4.8,195.89999999999998,4.4,236.7,6.4
002.S6,39.5,237.5,1.8,6.2,6.2,32.3,269.3,2.0,8.4,4.8,198.0,4.4,237.0,6.4
002.S9,39.3,233.5,1.8,6.3,6.1,30.5,256.0,2.1,8.7,4.9,194.2,4.5,225.5,6.6
002.SA0,39.8,232.9,1.8,6.3,6.1,29.8,255.4,2.1,8.7,4.9,193.10000000000002,4.5,225.6,6.6
002.SAZ,38.1,231.5,1.8,6.3,6.1,29.9,246.7,2.1,8.8,5.0,193.4,4.5,216.79999999999998,6.700000000000001
002.SB,39.5,232.1,1.8,6.3,6.1,29.5,252.4,2.1,8.8,5.0,192.6,4.5,222.9,6.700000000000001
002.SC,38.1,230.1,1.8,6.3,6.1,28.9,243.4,2.1,8.9,5.0,192.0,4.5,214.5,6.800000000000001
002.SD,37.6,228.6,1.8,6.4,6.1,28.0,238.7,2.2,9.0,5.1,191.0,4.6000000000000005,210.7,6.8
002.SE,35.9,225.8,1.8,6.5,6.1,26.8,227.6,2.2,9.2,5.2,189.9,4.7,200.79999999999998,6.999999999999999
002.T11,39.2,234.0,1.8,6.3,6.1,30.9,257.3,2.1,8.6,4.9,194.8,4.5,226.4,6.5
002.T12,38.4,234.6,1.8,6.3,6.2,31.7,256.9,2.1,8.5,4.9,196.2,4.5,225.2,6.4
002.T1A,38.4,232.9,1.8,6.3,6.2,30.7,251.9,2.1,8.6,5.0,194.5,4.5,221.20000000000002,6.5
002.T1B0,37.3,233.6,1.7,6.3,6.3,31.8,250.3,2.1,8.5,5.0,196.3,4.6,218.5,6.4
002.T1BA,36.5,233.4,1.7,6.3,6.3,32.1,247.0,2.1,8.5,5.0,196.9,4.6,214.9,6.4
002.T1BB,35.8,234.4,1.7,6.3,6.4,33.3,247.4,2.0,8.3,5.0,198.60000000000002,4.6,214.10000000000002,6.300000000000001
002.T1C,35.3,233.1,1.7,6.3,6.4,32.5,241.6,2.1,8.4,5.1,197.8,4.6,209.1,6.300000000000001
002.T2,39.0,235.0,1.8,6.2,6.2,31.6,260.3,2.1,8.5,4.9,196.0,4.4,228.70000000000002,6.4
002.T3,37.4,235.3,1.7,6.3,6.3,32.8,255.7,2.0,8.3,4.9,197.9,4.6,222.89999999999998,6.300000000000001
002.T4,38.4,236.7,1.7,6.2,6.3,32.8,263.2,2.0,8.3,4.9,198.29999999999998,4.5,230.39999999999998,6.300000000000001
002.T51,37.6,236.7,1.7,6.2,6.4,33.5,260.1,2.0,8.2,4.9,199.1,4.5,226.60000000000002,6.199999999999999
002.T52,36.9,237.2,1.7,6.2,6.4,34.2,259.5,2.0,8.1,4.9,200.29999999999998,4.5,225.3,6.1
002.T5A,37.1,236.4,1.7,6.2,6.4,33.7,257.8,2.0,8.2,4.9,199.3,4.5,224.10000000000002,6.199999999999999
002.T5B,36.3,236.3,1.7,6.2,6.5,34.2,255.0,2.0,8.1,5.0,200.0,4.5,220.8,6.1
002.T6,37.5,237.7,1.7,6.2,6.4,34.0,262.6,2.0,8.1,4.9,200.2,4.5,228.60000000000002,6.1
002.T7,36.1,237.9,1.7,6.2,6.6,35.2,258.9,2.0,7.9,5.0,201.8,4.5,223.7,5.9
002.T8,36.1,238.3,1.7,6.2,6.6,35.3,259.7,1.9,7.8,5.0,202.20000000000002,4.5,224.39999999999998,5.9
003.110,92.9,449.5,1.8,9.7,17.7,64.9,301.5,1.8,7.3,9.9,356.6,7.8999999999999995,236.6,5.5
003.11Z,91.4,454.2,1.8,9.9,18.1,64.1,300.8,1.9,7.4,9.9,362.79999999999995,8.1,236.70000000000002,5.5
003.120,92.8,448.1,1.9,9.8,17.6,63.5,299.8,1.8,7.3,9.9,355.3,7.9,236.3,5.5
003.12Z,90.7,455.8,1.9,10.1,18.2,63.0,299.5,1.9,7.5,9.9,365.1,8.2,236.5,5.6
003.130,92.4,449.4,1.9,9.9,17.7,63.0,299.2,1.9,7.4,9.9,357.0,8.0,236.2,5.5
003.13Z,91.8,451.0,1.9,10.0,17.9,62.3,298.4,1.9,7.4,9.9,359.2,8.1,236.09999999999997,5.5
003.14,92.9,447.2,1.9,9.8,17.6,62.8,299.0,1.8,7.3,9.9,354.29999999999995,7.9,236.2,5.5
003.150,93.2,446.1,1.9,9.8,17.5,63.2,299.4,1.8,7.3,9.9,352.90000000000003,7.9,236.2,5.5
003.15Z,93.3,445.1,2.0,9.8,17.5,62.4,298.3,1.8,7.3,9.9,351.8,7.800000000000001,235.9,5.5
003.160,94.2,441.2,2.0,9.7,17.2,62.6,298.5,1.8,7.2,9.9,347.0,7.699999999999999,235.9,5.4
003.16Z,93.6,443.5,2.0,9.8,17.4,61.6,297.3,1.8,7.3,9.9,349.9,7.800000000000001,235.70000000000002,5.5
003.170,94.2,440.4,2.0,9.7,17.1,61.8,297.5,1.8,7.2,9.9,346.2,7.699999999999999,235.7,5.4
003.17Z,93.8,442.0,2.0,9.8,17.3,61.1,296.6,1.8,7.3,9.9,348.2,7.800000000000001,235.50000000000003,5.5
003.18,94.5,438.7,2.1,9.8,17.0,61.1,296.5,1.8,7.2,9.8,344.2,7.700000000000001,235.4,5.4
003.1Z,92.8,447.0,2.0,9.9,17.6,61.7,297.6,1.9,7.3,9.9,354.2,7.9,235.90000000000003,5.4
003.20,94.5,439.1,2.1,9.9,17.1,59.5,294.3,1.8,7.2,9.8,344.6,7.800000000000001,234.8,5.4
003.2Z,94.1,441.5,2.2,10.0,17.3,59.1,293.7,1.9,7.3,9.8,347.4,7.8,234.6,5.4
003.3,95.4,434.2,2.2,9.8,16.8,59.5,294.2,1.8,7.2,9.8,338.79999999999995,7.6000000000000005,234.7,5.4
003.A1,94.3,439.9,2.1,9.9,17.1,60.2,295.4,1.8,7.2,9.8,345.59999999999997,7.800000000000001,235.2,5.4
003.A2,94.3,439.6,2.1,9.9,17.1,60.1,295.2,1.8,7.2,9.8,345.3,7.800000000000001,235.1,5.4
003.A3,94.3,439.6,2.1,9.9,17.1,60.1,295.2,1.8,7.2,9.8,345.3,7.800000000000001,235.1,5.4
003.A4,94.3,439.6,2.1,9.9,17.1,60.1,295.2,1.8,7.2,9.8,345.3,7.800000000000001,235.1,5.4
003.A5,94.1,440.7,2.1,9.9,17.2,60.4,295.6,1.8,7.3,9.8,346.6,7.800000000000001,235.20000000000002,5.5
003.A6,94.1,440.5,2.1,9.9,17.2,60.2,295.3,1.8,7.3,9.8,346.4,7.800000000000001,235.10000000000002,5.5
003.A7,93.7,442.6,2.1,9.9,17.3,60.5,295.9,1.8,7.3,9.8,348.90000000000003,7.800000000000001,235.39999999999998,5.5
003.A8,93.7,442.6,2.1,10.0,17.3,59.9,295.0,1.9,7.3,9.8,348.90000000000003,7.9,235.1,5.4
003.B10,91.0,453.5,2.0,10.1,18.1,61.4,297.2,1.9,7.5,9.9,362.5,8.1,235.79999999999998,5.6
003.B1A,89.7,458.2,2.0,10.4,18.5,60.4,295.9,1.9,7.6,9.9,368.5,8.4,235.49999999999997,5.699999999999999
003.B1B,88.9,460.8,2.0,10.4,18.7,60.5,296.0,1.9,7.6,9.9,371.9,8.4,235.5,5.699999999999999
003.B1C,87.1,465.9,2.0,10.6,19.1,60.7,296.2,1.9,7.7,9.9,378.79999999999995,8.6,235.5,5.800000000000001
003.B2,92.7,447.0,2.1,10.1,17.7,59.9,294.9,1.9,7.4,9.8,354.3,8.0,234.99999999999997,5.5
003.B31,90.2,456.3,2.1,10.4,18.4,60.1,295.3,1.9,7.6,9.9,366.1,8.3,235.20000000000002,5.699999999999999
003.B32,90.4,455.8,2.1,10.3,18.3,60.1,295.4,1.9,7.5,9.9,365.4,8.200000000000001,235.29999999999998,5.6
003.B3Z,89.7,458.5,2.1,10.6,18.6,58.7,293.1,1.9,7.6,9.8,368.8,8.5,234.40000000000003,5.699999999999999
